지역코드,동코드,level,코드명
11000,00000,1,서울특별시
11110,00000,2,종로구
11110,10100,3,청운동
11110,10200,3,신교동
11110,10300,3,궁정동
11110,10400,3,효자동
11110,10500,3,창성동
11110,10600,3,통의동
11110,10700,3,적선동
11110,10800,3,통인동
11110,10900,3,누상동
11110,11000,3,누하동
11110,11100,3,옥인동
11110,11200,3,체부동
11110,11300,3,필운동
11110,11400,3,내자동
11110,11500,3,사직동
11110,11600,3,도렴동
11110,11700,3,당주동
11110,11800,3,내수동
11110,11900,3,세종로
11110,12000,3,신문로1가
11110,12100,3,신문로2가
11110,12200,3,청진동
11110,12300,3,서린동
11110,12400,3,수송동
11110,12500,3,중학동
11110,12600,3,종로1가
11110,12700,3,공평동
11110,12800,3,관훈동
11110,12900,3,견지동
11110,13000,3,와룡동
11110,13100,3,권농동
11110,13200,3,운니동
11110,13300,3,익선동
11110,13400,3,경운동
11110,13500,3,관철동
11110,13600,3,인사동
11110,13700,3,낙원동
11110,13800,3,종로2가
11110,13900,3,팔판동
11110,14000,3,삼청동
11110,14100,3,안국동
11110,14200,3,소격동
11110,14300,3,화동
11110,14400,3,사간동
11110,14500,3,송현동
11110,14600,3,가회동
11110,14700,3,재동
11110,14800,3,계동
11110,14900,3,원서동
11110,15000,3,훈정동
11110,15100,3,묘동
11110,15200,3,봉익동
11110,15300,3,돈의동
11110,15400,3,장사동
11110,15500,3,관수동
11110,15600,3,종로3가
11110,15700,3,인의동
11110,15800,3,예지동
11110,15900,3,원남동
11110,16000,3,연지동
11110,16100,3,종로4가
11110,16200,3,효제동
11110,16300,3,종로5가
11110,16400,3,종로6가
11110,16500,3,이화동
11110,16600,3,연건동
11110,16700,3,충신동
11110,16800,3,동숭동
11110,16900,3,혜화동
11110,17000,3,명륜1가
11110,17100,3,명륜2가
11110,17200,3,명륜4가
11110,17300,3,명륜3가
11110,17400,3,창신동
11110,17500,3,숭인동
11110,17600,3,교남동
11110,17700,3,평동
11110,17800,3,송월동
11110,17900,3,홍파동
11110,18000,3,교북동
11110,18100,3,행촌동
11110,18200,3,구기동
11110,18300,3,평창동
11110,18400,3,부암동
11110,18500,3,홍지동
11110,18600,3,신영동
11110,18700,3,무악동
11110,90100,3,창신1동
11110,90200,3,창신2동
11110,90300,3,창신3동
11110,90400,3,숭인1동
11110,90500,3,숭인2동
11140,00000,2,중구
11140,00100,3,동자동
11140,00200,3,도동1가
11140,00300,3,도동2가
11140,00400,3,양동
11140,10100,3,무교동
11140,10200,3,다동
11140,10300,3,태평로1가
11140,10400,3,을지로1가
11140,10500,3,을지로2가
11140,10600,3,남대문로1가
11140,10700,3,삼각동
11140,10800,3,수하동
11140,10900,3,장교동
11140,11000,3,수표동
11140,11100,3,소공동
11140,11200,3,남창동
11140,11300,3,북창동
11140,11400,3,태평로2가
11140,11500,3,남대문로2가
11140,11600,3,남대문로3가
11140,11700,3,남대문로4가
11140,11800,3,남대문로5가
11140,11900,3,봉래동1가
11140,12000,3,봉래동2가
11140,12100,3,회현동1가
11140,12200,3,회현동2가
11140,12300,3,회현동3가
11140,12400,3,충무로1가
11140,12500,3,충무로2가
11140,12600,3,명동1가
11140,12700,3,명동2가
11140,12800,3,남산동1가
11140,12900,3,남산동2가
11140,13000,3,남산동3가
11140,13100,3,저동1가
11140,13200,3,충무로4가
11140,13300,3,충무로5가
11140,13400,3,인현동2가
11140,13500,3,예관동
11140,13600,3,묵정동
11140,13700,3,필동1가
11140,13800,3,필동2가
11140,13900,3,필동3가
11140,14000,3,남학동
11140,14100,3,주자동
11140,14200,3,예장동
11140,14300,3,장충동1가
11140,14400,3,장충동2가
11140,14500,3,광희동1가
11140,14600,3,광희동2가
11140,14700,3,쌍림동
11140,14800,3,을지로6가
11140,14900,3,을지로7가
11140,15000,3,을지로4가
11140,15100,3,을지로5가
11140,15200,3,주교동
11140,15300,3,방산동
11140,15400,3,오장동
11140,15500,3,을지로3가
11140,15600,3,입정동
11140,15700,3,산림동
11140,15800,3,충무로3가
11140,15900,3,초동
11140,16000,3,인현동1가
11140,16100,3,저동2가
11140,16200,3,신당동
11140,16300,3,흥인동
11140,16400,3,무학동
11140,16500,3,황학동
11140,16600,3,서소문동
11140,16700,3,정동
11140,16800,3,순화동
11140,16900,3,의주로1가
11140,17000,3,충정로1가
11140,17100,3,중림동
11140,17200,3,의주로2가
11140,17300,3,만리동1가
11140,17400,3,만리동2가
11140,90100,3,신당1동
11140,90200,3,신당2동
11140,90300,3,신당3동
11140,90400,3,신당4동
11140,90500,3,신당5동
11140,90600,3,신당6동
11170,00000,2,용산구
11170,00100,3,옥수동
11170,00200,3,도동1가
11170,00300,3,도동2가
11170,00400,3,만리동1가
11170,00500,3,만리동2가
11170,10100,3,후암동
11170,10200,3,용산동2가
11170,10300,3,용산동4가
11170,10400,3,갈월동
11170,10500,3,남영동
11170,10600,3,용산동1가
11170,10700,3,동자동
11170,10800,3,서계동
11170,10900,3,청파동1가
11170,11000,3,청파동2가
11170,11100,3,청파동3가
11170,11200,3,원효로1가
11170,11300,3,원효로2가
11170,11400,3,신창동
11170,11500,3,산천동
11170,11600,3,청암동
11170,11700,3,원효로3가
11170,11800,3,원효로4가
11170,11900,3,효창동
11170,12000,3,도원동
11170,12100,3,용문동
11170,12200,3,문배동
11170,12300,3,신계동
11170,12400,3,한강로1가
11170,12500,3,한강로2가
11170,12600,3,용산동3가
11170,12700,3,용산동5가
11170,12800,3,한강로3가
11170,12900,3,이촌동
11170,13000,3,이태원동
11170,13100,3,한남동
11170,13200,3,동빙고동
11170,13300,3,서빙고동
11170,13400,3,주성동
11170,13500,3,용산동6가
11170,13600,3,보광동
11170,90100,3,청파1동
11170,90200,3,청파2동
11170,90300,3,이촌1동
11170,90400,3,이촌2동
11170,90500,3,이태원1동
11170,90600,3,이태원2동
11170,90700,3,한남1동
11170,90800,3,한남2동
11200,00000,2,성동구
11200,00100,3,상일동
11200,00200,3,길동
11200,00300,3,둔촌동
11200,00400,3,암사동
11200,00500,3,성내동
11200,00600,3,풍납동
11200,00700,3,천호동
11200,00800,3,송파동
11200,00900,3,석촌동
11200,01000,3,삼전동
11200,01100,3,가락동
11200,01200,3,이동
11200,01300,3,오금동
11200,01400,3,방이동
11200,01500,3,문정동
11200,01600,3,장지동
11200,01700,3,거여동
11200,01800,3,마천동
11200,01900,3,잠실동
11200,02000,3,신천동
11200,02100,3,일원동
11200,02200,3,수서동
11200,02300,3,자곡동
11200,02400,3,율현동
11200,02500,3,세곡동
11200,02600,3,역삼동
11200,02700,3,포이동
11200,02800,3,개포동
11200,02900,3,도곡동
11200,03000,3,논현동
11200,03100,3,신사동
11200,03200,3,학동
11200,03300,3,압구정동
11200,03400,3,청담동
11200,03500,3,삼성동
11200,03600,3,대치동
11200,03700,3,염곡동
11200,03800,3,내곡동
11200,03900,3,신원동
11200,04000,3,반포동
11200,04100,3,잠원동
11200,04200,3,서초동
11200,04300,3,양재동
11200,04400,3,우면동
11200,04500,3,원지동
11200,04600,3,황학동
11200,04700,3,무학동
11200,04800,3,흥인동
11200,04900,3,신당동
11200,05000,3,용두동
11200,05100,3,답십리동
11200,05200,3,면목동
11200,05300,3,금호동
11200,05400,3,명일동
11200,05500,3,하일동
11200,05600,3,고덕동
11200,10100,3,상왕십리동
11200,10200,3,하왕십리동
11200,10300,3,홍익동
11200,10400,3,도선동
11200,10500,3,마장동
11200,10600,3,사근동
11200,10700,3,행당동
11200,10800,3,응봉동
11200,10900,3,금호동1가
11200,11000,3,금호동2가
11200,11100,3,금호동3가
11200,11200,3,금호동4가
11200,11300,3,옥수동
11200,11400,3,성수동1가
11200,11500,3,성수동2가
11200,11600,3,화양동
11200,11700,3,모진동
11200,11800,3,송정동
11200,11900,3,군자동
11200,12000,3,중곡동
11200,12100,3,능동
11200,12200,3,용답동
11200,12300,3,광장동
11200,12400,3,구의동
11200,12500,3,자양동
11200,90100,3,왕십리1동
11200,90200,3,왕십리2동
11200,90300,3,행당1동
11200,90400,3,행당2동
11200,90500,3,중곡1동
11200,90600,3,중곡2동
11200,90700,3,중곡3동
11200,90800,3,중곡4동
11200,90900,3,옥수1동
11200,91000,3,옥수2동
11200,91100,3,성수1가1동
11200,91200,3,성수1가2동
11200,91300,3,성수2가1동
11200,91400,3,성수2가2동
11200,91500,3,성수2가3동
11200,91600,3,성수2가4동
11200,91700,3,자양1동
11200,91800,3,자양2동
11200,91900,3,자양3동
11200,92000,3,구의1동
11200,92100,3,구의2동
11215,00000,2,광진구
11215,10100,3,중곡동
11215,10200,3,능동
11215,10300,3,구의동
11215,10400,3,광장동
11215,10500,3,자양동
11215,10600,3,노유동
11215,10700,3,화양동
11215,10800,3,모진동
11215,10900,3,군자동
11230,00000,2,동대문구
11230,00100,3,면목동
11230,00200,3,상봉동
11230,00300,3,중화동
11230,00400,3,묵동
11230,00500,3,망우동
11230,00600,3,신내동
11230,00700,3,중곡동
11230,00800,3,능동
11230,00900,3,군자동
11230,01000,3,종암동
11230,01100,3,안암동4가
11230,01200,3,안암동5가
11230,01300,3,석관동
11230,01400,3,보문동1가
11230,01500,3,보문동2가
11230,01600,3,보문동3가
11230,01700,3,보문동4가
11230,01800,3,보문동5가
11230,01900,3,보문동6가
11230,02000,3,보문동7가
11230,02100,3,창신동
11230,02200,3,숭인동
11230,10100,3,신설동
11230,10200,3,용두동
11230,10300,3,제기동
11230,10400,3,전농동
11230,10500,3,답십리동
11230,10600,3,장안동
11230,10700,3,청량리동
11230,10800,3,회기동
11230,10900,3,휘경동
11230,11000,3,이문동
11230,90100,3,용두1동
11230,90200,3,용두2동
11230,90300,3,제기1동
11230,90400,3,제기2동
11230,90500,3,전농1동
11230,90600,3,전농2동
11230,90700,3,전농3동
11230,90800,3,전농4동
11230,90900,3,답십리1동
11230,91000,3,답십리2동
11230,91100,3,답십리3동
11230,91200,3,답십리4동
11230,91300,3,답십리5동
11230,91400,3,장안1동
11230,91500,3,장안2동
11230,91600,3,장안3동
11230,91700,3,장안4동
11230,91800,3,청량리1동
11230,91900,3,청량리2동
11230,92000,3,휘경1동
11230,92100,3,휘경2동
11230,92200,3,이문1동
11230,92300,3,이문2동
11230,92400,3,이문3동
11260,00000,2,중랑구
11260,10100,3,면목동
11260,10200,3,상봉동
11260,10300,3,중화동
11260,10400,3,묵동
11260,10500,3,망우동
11260,10600,3,신내동
11260,90100,3,면목1동
11260,90200,3,면목2동
11260,90300,3,면목3동
11260,90400,3,면목4동
11260,90500,3,면목5동
11260,90600,3,면목6동
11260,90700,3,면목7동
11260,90800,3,상봉1동
11260,90900,3,상봉2동
11260,91000,3,중화1동
11260,91100,3,중화2동
11260,91200,3,묵1동
11260,91300,3,묵2동
11260,91400,3,망우1동
11260,91500,3,망우2동
11260,91600,3,망우3동
11290,00000,2,성북구
11290,00100,3,미아동
11290,00200,3,번동
11290,00300,3,수유동
11290,00400,3,우이동
11290,00500,3,창동
11290,00600,3,월계동
11290,00700,3,쌍문동
11290,00800,3,공릉동
11290,00900,3,하계동
11290,01000,3,상계동
11290,01100,3,중계동
11290,01200,3,도봉동
11290,01300,3,방학동
11290,01400,3,성북동2가
11290,01500,3,동소문동8가
11290,10100,3,성북동
11290,10200,3,성북동1가
11290,10300,3,돈암동
11290,10400,3,동소문동1가
11290,10500,3,동소문동2가
11290,10600,3,동소문동3가
11290,10700,3,동소문동4가
11290,10800,3,동소문동5가
11290,10900,3,동소문동6가
11290,11000,3,동소문동7가
11290,11100,3,삼선동1가
11290,11200,3,삼선동2가
11290,11300,3,삼선동3가
11290,11400,3,삼선동4가
11290,11500,3,삼선동5가
11290,11600,3,동선동1가
11290,11700,3,동선동2가
11290,11800,3,동선동3가
11290,11900,3,동선동4가
11290,12000,3,동선동5가
11290,12100,3,안암동1가
11290,12200,3,안암동2가
11290,12300,3,안암동3가
11290,12400,3,안암동4가
11290,12500,3,안암동5가
11290,12600,3,보문동4가
11290,12700,3,보문동5가
11290,12800,3,보문동6가
11290,12900,3,보문동7가
11290,13000,3,보문동1가
11290,13100,3,보문동2가
11290,13200,3,보문동3가
11290,13300,3,정릉동
11290,13400,3,길음동
11290,13500,3,종암동
11290,13600,3,하월곡동
11290,13700,3,상월곡동
11290,13800,3,장위동
11290,13900,3,석관동
11290,90100,3,성북1동
11290,90200,3,성북2동
11290,90300,3,삼선1동
11290,90400,3,삼선2동
11290,90500,3,동선1동
11290,90600,3,동선2동
11290,90700,3,돈암1동
11290,90800,3,돈암2동
11290,90900,3,정릉1동
11290,91000,3,정릉2동
11290,91100,3,정릉3동
11290,91200,3,정릉4동
11290,91300,3,길음1동
11290,91400,3,길음2동
11290,91500,3,길음3동
11290,91600,3,종암1동
11290,91700,3,종암2동
11290,91800,3,하월곡1동
11290,91900,3,하월곡2동
11290,92000,3,하월곡3동
11290,92100,3,하월곡4동
11290,92200,3,장위1동
11290,92300,3,장위2동
11290,92400,3,장위3동
11290,92500,3,석관1동
11290,92600,3,석관2동
11305,00000,2,강북구
11305,10100,3,미아동
11305,10200,3,번동
11305,10300,3,수유동
11305,10400,3,우이동
11320,00000,2,도봉구
11320,00300,3,상계동
11320,00400,3,중계동
11320,00500,3,하계동
11320,00600,3,월계동
11320,00700,3,공릉동
11320,10100,3,미아동
11320,10200,3,번동
11320,10300,3,수유동
11320,10400,3,우이동
11320,10500,3,쌍문동
11320,10600,3,방학동
11320,10700,3,창동
11320,10800,3,도봉동
11320,90100,3,창1동
11320,90200,3,창2동
11320,90300,3,창3동
11320,90400,3,도봉1동
11320,90500,3,도봉2동
11320,90600,3,미아1동
11320,90700,3,미아2동
11320,90800,3,미아3동
11320,90900,3,미아4동
11320,91000,3,미아5동
11320,91100,3,미아6동
11320,91200,3,미아7동
11320,91300,3,미아8동
11320,91400,3,번1동
11320,91500,3,번2동
11320,91600,3,수유1동
11320,91700,3,수유2동
11320,91800,3,수유3동
11320,91900,3,수유4동
11320,92000,3,수유5동
11320,92100,3,쌍문1동
11320,92200,3,쌍문2동
11320,92300,3,쌍문3동
11320,92400,3,방학1동
11320,92500,3,방학2동
11320,92600,3,방학3동
11350,00000,2,노원구
11350,10100,3,창동
11350,10200,3,월계동
11350,10300,3,공릉동
11350,10400,3,하계동
11350,10500,3,상계동
11350,10600,3,중계동
11350,10700,3,도봉동
11350,90100,3,도봉1동
11350,90200,3,도봉2동
11350,90300,3,창1동
11350,90400,3,창2동
11350,90500,3,창3동
11350,90600,3,월계1동
11350,90700,3,월계2동
11350,90800,3,월계3동
11350,90900,3,공릉1동
11350,91000,3,공릉2동
11350,91100,3,상계1동
11350,91200,3,상계2동
11350,91300,3,상계3동
11350,91400,3,상계4동
11350,91500,3,상계5동
11350,91600,3,상계6동
11350,91700,3,상계7동
11380,00000,2,은평구
11380,10100,3,수색동
11380,10200,3,녹번동
11380,10300,3,불광동
11380,10400,3,갈현동
11380,10500,3,구산동
11380,10600,3,대조동
11380,10700,3,응암동
11380,10800,3,역촌동
11380,10900,3,신사동
11380,11000,3,증산동
11380,11100,3,진관내동
11380,11200,3,구파발동
11380,11300,3,진관외동
11380,11400,3,진관동
11380,90100,3,불광1동
11380,90200,3,불광2동
11380,90300,3,불광3동
11380,90400,3,응암1동
11380,90500,3,응암2동
11380,90600,3,응암3동
11380,90700,3,역촌1동
11380,90800,3,역촌2동
11380,90900,3,응암4동
11410,00000,2,서대문구
11410,00100,3,평창동
11410,00200,3,구기동
11410,00300,3,부암동
11410,00400,3,홍지동
11410,00500,3,신영동
11410,00600,3,행촌동
11410,00700,3,송월동
11410,00800,3,홍파동
11410,00900,3,평동
11410,01000,3,교남동
11410,01100,3,교북동
11410,01200,3,서소문동
11410,01300,3,정동
11410,01400,3,순화동
11410,01500,3,의주로2가
11410,01600,3,중림동
11410,01700,3,의주로1가
11410,01800,3,충정로1가
11410,01900,3,노고산동
11410,02000,3,만리동1가
11410,02100,3,만리동2가
11410,02200,3,상암동
11410,02300,3,성산동
11410,02400,3,수색동
11410,02500,3,중동
11410,02600,3,녹번동
11410,02700,3,불광동
11410,02800,3,갈현동
11410,02900,3,역촌동
11410,03000,3,신사동
11410,03100,3,구파발동
11410,03200,3,구산동
11410,03300,3,진관내동
11410,03400,3,진관외동
11410,03500,3,응암동
11410,03600,3,대조동
11410,03700,3,증산동
11410,10100,3,충정로2가
11410,10200,3,충정로3가
11410,10300,3,합동
11410,10400,3,미근동
11410,10500,3,냉천동
11410,10600,3,천연동
11410,10700,3,옥천동
11410,10800,3,영천동
11410,10900,3,현저동
11410,11000,3,북아현동
11410,11100,3,홍제동
11410,11200,3,대현동
11410,11300,3,대신동
11410,11400,3,신촌동
11410,11500,3,봉원동
11410,11600,3,창천동
11410,11700,3,연희동
11410,11800,3,홍은동
11410,11900,3,북가좌동
11410,12000,3,남가좌동
11410,90100,3,충정로동
11410,90200,3,북아현1동
11410,90300,3,북아현2동
11410,90400,3,북아현3동
11410,90500,3,연희1동
11410,90600,3,연희2동
11410,90700,3,연희3동
11410,90800,3,홍제1동
11410,90900,3,홍제2동
11410,91000,3,홍제3동
11410,91100,3,홍제4동
11410,91200,3,홍은1동
11410,91300,3,홍은2동
11410,91400,3,홍은3동
11410,91500,3,남가좌1동
11410,91600,3,남가좌2동
11410,91700,3,북가좌1동
11410,91800,3,북가좌1동
11440,00000,2,마포구
11440,00100,3,연희동
11440,00200,3,남가좌동
11440,00300,3,수색동
11440,00400,3,율도동
11440,10100,3,아현동
11440,10200,3,공덕동
11440,10300,3,신공덕동
11440,10400,3,도화동
11440,10500,3,용강동
11440,10600,3,토정동
11440,10700,3,마포동
11440,10800,3,대흥동
11440,10900,3,염리동
11440,11000,3,노고산동
11440,11100,3,신수동
11440,11200,3,현석동
11440,11300,3,구수동
11440,11400,3,창전동
11440,11500,3,상수동
11440,11600,3,하중동
11440,11700,3,신정동
11440,11800,3,당인동
11440,11900,3,하수동
11440,12000,3,서교동
11440,12100,3,동교동
11440,12200,3,합정동
11440,12300,3,망원동
11440,12400,3,연남동
11440,12500,3,성산동
11440,12600,3,중동
11440,12700,3,상암동
11440,90100,3,아현1동
11440,90200,3,아현2동
11440,90300,3,아현3동
11440,90400,3,공덕1동
11440,90500,3,공덕2동
11440,90600,3,도화1동
11440,90700,3,도화2동
11440,90800,3,망원1동
11440,90900,3,망원2동
11440,91000,3,성산1동
11440,91100,3,성산2동
11470,00000,2,양천구
11470,10100,3,신정동
11470,10200,3,목동
11470,10300,3,신월동
11470,90100,3,목1동
11470,90200,3,목2동
11470,90300,3,목3동
11470,90400,3,목4동
11470,90500,3,목5동
11470,90600,3,신월1동
11470,90700,3,신월2동
11470,90800,3,신월3동
11470,90900,3,신월4동
11470,91000,3,신월5동
11470,91100,3,신월6동
11470,91200,3,신정1동
11470,91300,3,신정2동
11470,91400,3,신정3동
11470,91500,3,신정4동
11470,91600,3,신정5동
11470,91700,3,신정6동
11500,00000,2,강서구
11500,00100,3,신정동
11500,00200,3,신월동
11500,10100,3,염창동
11500,10200,3,등촌동
11500,10300,3,화곡동
11500,10400,3,가양동
11500,10500,3,마곡동
11500,10600,3,내발산동
11500,10700,3,외발산동
11500,10800,3,공항동
11500,10900,3,방화동
11500,11000,3,개화동
11500,11100,3,과해동
11500,11200,3,오곡동
11500,11300,3,오쇠동
11500,11400,3,목동
11500,90100,3,등촌1동
11500,90200,3,등촌2동
11500,90300,3,화곡1동
11500,90400,3,화곡2동
11500,90500,3,화곡3동
11500,90600,3,화곡4동
11500,90700,3,화곡5동
11500,90800,3,화곡본동
11500,90900,3,발산동
11500,91000,3,방화1동
11500,91100,3,방화2동
11530,00000,2,구로구
11530,10100,3,신도림동
11530,10200,3,구로동
11530,10300,3,가리봉동
11530,10400,3,독산동
11530,10500,3,시흥동
11530,10600,3,고척동
11530,10700,3,개봉동
11530,10800,3,오류동
11530,10900,3,궁동
11530,11000,3,온수동
11530,11100,3,천왕동
11530,11200,3,항동
11530,90100,3,구로1동
11530,90200,3,구로2동
11530,90300,3,구로3동
11530,90400,3,구로4동
11530,90500,3,구로5동
11530,90600,3,구로6동
11530,90700,3,가리봉1동
11530,90800,3,가리봉2동
11530,90900,3,가리봉3동
11530,91000,3,독산1동
11530,91100,3,독산2동
11530,91200,3,독산3동
11530,91300,3,독산4동
11530,91400,3,독산본동
11530,91500,3,시흥본동
11530,91600,3,시흥1동
11530,91700,3,시흥2동
11530,91800,3,시흥3동
11530,91900,3,시흥4동
11530,92000,3,시흥5동
11530,92100,3,고척1동
11530,92200,3,고척2동
11530,92300,3,개봉1동
11530,92400,3,개봉2동
11530,92500,3,개봉3동
11530,92600,3,오류1동
11530,92700,3,오류2동
11530,92800,3,수궁동
11545,00000,2,금천구
11545,10100,3,가산동
11545,10200,3,독산동
11545,10300,3,시흥동
11560,00000,2,영등포구
11560,00100,3,독산동
11560,00200,3,염창동
11560,00300,3,목동
11560,00400,3,등촌동
11560,00500,3,화곡동
11560,00600,3,신월동
11560,00700,3,마곡동
11560,00800,3,가양동
11560,00900,3,내발산동
11560,01000,3,외발산동
11560,01100,3,공항동
11560,01200,3,방화동
11560,01300,3,과해동
11560,01400,3,신정동
11560,01500,3,오곡동
11560,01600,3,오쇠동
11560,01700,3,구로동
11560,01800,3,가리봉동
11560,01900,3,시흥동
11560,02000,3,고척동
11560,02100,3,개봉동
11560,02200,3,오류동
11560,02300,3,궁동
11560,02400,3,온수동
11560,02500,3,천왕동
11560,02600,3,항동
11560,02700,3,신도림동
11560,02800,3,개화동
11560,02900,3,반포동
11560,03000,3,잠원동
11560,03100,3,서초동
11560,03200,3,양재동
11560,03300,3,우면동
11560,03400,3,원지동
11560,03500,3,노량진동
11560,03600,3,상도동
11560,03700,3,상도제1동
11560,03800,3,봉천동
11560,03900,3,본동
11560,04000,3,흑석동
11560,04100,3,동작동
11560,04200,3,사당동
11560,04300,3,방배동
11560,04400,3,신림동
11560,04500,3,대방동
11560,04600,3,신대방동
11560,04700,3,양평동
11560,10100,3,영등포동
11560,10200,3,영등포동1가
11560,10300,3,영등포동2가
11560,10400,3,영등포동3가
11560,10500,3,영등포동4가
11560,10600,3,영등포동5가
11560,10700,3,영등포동6가
11560,10800,3,영등포동7가
11560,10900,3,영등포동8가
11560,11000,3,여의도동
11560,11100,3,당산동1가
11560,11200,3,당산동2가
11560,11300,3,당산동3가
11560,11400,3,당산동4가
11560,11500,3,당산동5가
11560,11600,3,당산동6가
11560,11700,3,당산동
11560,11800,3,도림동
11560,11900,3,문래동1가
11560,12000,3,문래동2가
11560,12100,3,문래동3가
11560,12200,3,문래동4가
11560,12300,3,문래동5가
11560,12400,3,문래동6가
11560,12500,3,양평동1가
11560,12600,3,양평동2가
11560,12700,3,양평동3가
11560,12800,3,양평동4가
11560,12900,3,양평동5가
11560,13000,3,양평동6가
11560,13100,3,양화동
11560,13200,3,신길동
11560,13300,3,대림동
11560,13400,3,양평동
11560,90100,3,영등포1동
11560,90200,3,영등포2동
11560,90300,3,영등포3동
11560,90400,3,당산1동
11560,90500,3,당산2동
11560,90600,3,도림1동
11560,90700,3,도림2동
11560,90800,3,문래1동
11560,90900,3,문래2동
11560,91000,3,양평1동
11560,91100,3,양평2동
11560,91200,3,신길1동
11560,91300,3,신길2동
11560,91400,3,신길3동
11560,91500,3,신길4동
11560,91600,3,신길5동
11560,91700,3,신길6동
11560,91800,3,신길7동
11560,91900,3,대림1동
11560,92000,3,대림2동
11560,92100,3,대림3동
11590,00000,2,동작구
11590,10100,3,노량진동
11590,10200,3,상도동
11590,10300,3,상도1동
11590,10400,3,본동
11590,10500,3,흑석동
11590,10600,3,동작동
11590,10700,3,사당동
11590,10800,3,대방동
11590,10900,3,신대방동
11590,90100,3,노량진1동
11590,90200,3,노량진2동
11590,90300,3,상도2동
11590,90400,3,상도3동
11590,90500,3,상도4동
11590,90600,3,흑석1동
11590,90700,3,흑석2동
11590,90800,3,흑석3동
11590,90900,3,사당1동
11590,91000,3,사당2동
11590,91100,3,사당3동
11590,91200,3,사당4동
11590,91300,3,신대방1동
11590,91400,3,신대방2동
11620,00000,2,관악구
11620,00100,3,대방동
11620,00200,3,신대방동
11620,00300,3,노량진동
11620,00400,3,상도동
11620,00500,3,본동
11620,00600,3,흑석동
11620,00700,3,동작동
11620,00800,3,사당동
11620,00900,3,방배동
11620,01000,3,상도제1동
11620,10100,3,봉천동
11620,10200,3,신림동
11620,10300,3,남현동
11620,90100,3,봉천본동
11620,90200,3,봉천1동
11620,90300,3,봉천2동
11620,90400,3,봉천3동
11620,90500,3,봉천4동
11620,90600,3,봉천5동
11620,90700,3,봉천6동
11620,90800,3,봉천7동
11620,90900,3,봉천8동
11620,91000,3,봉천9동
11620,91100,3,봉천10동
11620,91200,3,봉천11동
11620,91300,3,신림본동
11620,91400,3,신림1동
11620,91500,3,신림2동
11620,91600,3,신림3동
11620,91700,3,신림4동
11620,91800,3,신림5동
11620,91900,3,신림6동
11620,92000,3,신림7동
11620,92100,3,신림8동
11620,92200,3,신림9동
11620,92300,3,신림10동
11620,92400,3,신림11동
11650,00000,2,서초구
11650,00100,3,개포동
11650,10100,3,방배동
11650,10200,3,양재동
11650,10300,3,우면동
11650,10400,3,원지동
11650,10500,3,도곡동
11650,10600,3,잠원동
11650,10700,3,반포동
11650,10800,3,서초동
11650,10900,3,내곡동
11650,11000,3,염곡동
11650,11100,3,신원동
11650,11200,3,역삼동
11650,11300,3,신사동
11650,90100,3,서초1동
11650,90200,3,서초2동
11650,90300,3,서초3동
11650,90400,3,반포본동
11650,90500,3,반포1동
11650,90600,3,반포2동
11650,90700,3,반포3동
11650,90800,3,방배본동
11650,90900,3,방배1동
11650,91000,3,방배2동
11650,91100,3,방배3동
11650,91200,3,도곡1동
11650,91300,3,도곡2동
11680,00000,2,강남구
11680,00100,3,잠원동
11680,00200,3,양재동
11680,00300,3,원지동
11680,00400,3,우면동
11680,00500,3,염곡동
11680,00600,3,내곡동
11680,00700,3,신원동
11680,00800,3,방배동
11680,00900,3,하일동
11680,01000,3,상일동
11680,01100,3,명일동
11680,01200,3,고덕동
11680,01300,3,암사동
11680,01400,3,천호동
11680,01500,3,성내동
11680,01600,3,풍납동
11680,01700,3,길동
11680,01800,3,둔촌동
11680,01900,3,거여동
11680,02000,3,마천동
11680,02100,3,방이동
11680,02200,3,이동
11680,02300,3,오금동
11680,02400,3,송파동
11680,02500,3,석촌동
11680,02600,3,가락동
11680,02700,3,문정동
11680,02800,3,잠실동
11680,02900,3,신천동
11680,03000,3,삼전동
11680,03100,3,송금동
11680,03200,3,장지동
11680,03300,3,학동
11680,10100,3,역삼동
11680,10200,3,포이동
11680,10300,3,개포동
11680,10400,3,청담동
11680,10500,3,삼성동
11680,10600,3,대치동
11680,10700,3,신사동
11680,10800,3,논현동
11680,11000,3,압구정동
11680,11100,3,세곡동
11680,11200,3,자곡동
11680,11300,3,율현동
11680,11400,3,일원동
11680,11500,3,수서동
11680,11600,3,반포동
11680,11700,3,서초동
11680,11800,3,도곡동
11680,90100,3,압구정1동
11680,90200,3,압구정2동
11680,90300,3,청담1동
11680,90400,3,청담2동
11680,90500,3,삼성1동
11680,90600,3,삼성2동
11680,90700,3,대치1동
11680,90800,3,대치2동
11680,90900,3,대치3동
11680,91000,3,대치4동
11680,91100,3,역삼1동
11680,91200,3,역삼2동
11680,91300,3,도곡1동
11680,91400,3,도곡2동
11680,91500,3,개포1동
11680,91600,3,개포2동
11680,91700,3,개포3동
11680,91800,3,개포4동
11710,00000,2,송파구
11710,10100,3,잠실동
11710,10200,3,신천동
11710,10300,3,풍납동
11710,10400,3,송파동
11710,10500,3,석촌동
11710,10600,3,삼전동
11710,10700,3,가락동
11710,10800,3,문정동
11710,10900,3,장지동
11710,11000,3,이동
11710,11100,3,방이동
11710,11200,3,오금동
11710,11300,3,거여동
