코드,레벨,상위코드,코드명
13600,3,43110,가경동
10900,3,46150,가곡동
10800,3,48270,가곡동
35000,3,42230,가곡면
35000,3,42850,가곡면
32000,3,43800,가곡면
32022,3,43800,가곡면 가대리
32025,3,43800,가곡면 대대리
32024,3,43800,가곡면 덕천리
35025,3,42230,가곡면 동활리
35025,3,42850,가곡면 동활리
32027,3,43800,가곡면 보발리
32021,3,43800,가곡면 사평리
32026,3,43800,가곡면 어의곡리
32023,3,43800,가곡면 여천리
35021,3,42230,가곡면 오목리
35021,3,42850,가곡면 오목리
35023,3,42230,가곡면 오저리
35023,3,42850,가곡면 오저리
35022,3,42230,가곡면 탕곡리
35022,3,42850,가곡면 탕곡리
35024,3,42230,가곡면 풍곡리
35024,3,42850,가곡면 풍곡리
32028,3,43800,가곡면 향산리
38000,3,43130,가금면
38000,3,43780,가금면
38023,3,43130,가금면 가흥리
38023,3,43780,가금면 가흥리
38027,3,43130,가금면 루암리
38027,3,43780,가금면 루암리
38022,3,43130,가금면 봉황리
38022,3,43780,가금면 봉황리
38026,3,43130,가금면 용전리
38026,3,43780,가금면 용전리
38024,3,43130,가금면 장천리
38024,3,43780,가금면 장천리
38001,3,43780,가금면 창동
38028,3,43130,가금면 창동리
38028,3,43780,가금면 창동리
38021,3,43130,가금면 탑평리
38021,3,43780,가금면 탑평리
38002,3,43780,가금면 하구암동
38025,3,43130,가금면 하구암리
38025,3,43780,가금면 하구암리
32000,3,41730,가남면
32026,3,41730,가남면 건장리
32038,3,41730,가남면 금곡리
32037,3,41730,가남면 금당리
32024,3,41730,가남면 대신리
32032,3,41730,가남면 본두리
32028,3,41730,가남면 삼군리
32040,3,41730,가남면 삼승리
32022,3,41730,가남면 상활리
32039,3,41730,가남면 송림리
32023,3,41730,가남면 신해리
32027,3,41730,가남면 심석리
32034,3,41730,가남면 안금리
32035,3,41730,가남면 양귀리
32036,3,41730,가남면 연대리
32029,3,41730,가남면 오산리
32025,3,41730,가남면 은봉리
32030,3,41730,가남면 정단리
32021,3,41730,가남면 태평리
32033,3,41730,가남면 하귀리
32031,3,41730,가남면 화평리
25000,3,41670,가남읍
25026,3,41670,가남읍 건장리
25038,3,41670,가남읍 금곡리
25037,3,41670,가남읍 금당리
25024,3,41670,가남읍 대신리
25032,3,41670,가남읍 본두리
25028,3,41670,가남읍 삼군리
25040,3,41670,가남읍 삼승리
25022,3,41670,가남읍 상활리
25039,3,41670,가남읍 송림리
25023,3,41670,가남읍 신해리
25027,3,41670,가남읍 심석리
25034,3,41670,가남읍 안금리
25035,3,41670,가남읍 양귀리
25036,3,41670,가남읍 연대리
25029,3,41670,가남읍 오산리
25025,3,41670,가남읍 은봉리
25030,3,41670,가남읍 정단리
25021,3,41670,가남읍 태평리
25033,3,41670,가남읍 하귀리
25031,3,41670,가남읍 화평리 
90800,3,41150,가능1동
90900,3,41150,가능2동
91000,3,41150,가능3동
11000,3,41150,가능동
01000,3,41150,가능리
10400,3,31200,가대동
33000,3,43710,가덕면
33029,3,43710,가덕면 계산리
33025,3,43710,가덕면 국전리
33033,3,43710,가덕면 금거리
33036,3,43710,가덕면 내암리
33027,3,43710,가덕면 노동리
33021,3,43710,가덕면 노현리
33032,3,43710,가덕면 병암리
33024,3,43710,가덕면 삼항리
33026,3,43710,가덕면 상대리
33034,3,43710,가덕면 상야리
33030,3,43710,가덕면 수곡리
33031,3,43710,가덕면 시동리
33028,3,43710,가덕면 인차리
33022,3,43710,가덕면 청용리
33035,3,43710,가덕면 한계리
33023,3,43710,가덕면 행정리
01100,3,11200,가락동
02600,3,11680,가락동
10700,3,11710,가락동
00700,3,11740,가락동
90100,3,21440,가락동
31000,3,48780,가락면
31001,3,48780,가락면 대사리
31024,3,48780,가락면 봉림리
31002,3,48780,가락면 북정리
31003,3,48780,가락면 상덕리
31022,3,48780,가락면 식만리
31004,3,48780,가락면 제도리
31023,3,48780,가락면 죽동리
31021,3,48780,가락면 죽림리
31000,3,48720,가례면
31026,3,48720,가례면 가례리
31021,3,48720,가례면 갑을리
31023,3,48720,가례면 개승리
31024,3,48720,가례면 괴진리
31028,3,48720,가례면 대천리
31029,3,48720,가례면 봉두리
31025,3,48720,가례면 수성리
31022,3,48720,가례면 양성리
31027,3,48720,가례면 운암리
90700,3,11530,가리봉1동
90800,3,11530,가리봉2동
90900,3,11530,가리봉3동
10300,3,11530,가리봉동
01800,3,11560,가리봉동
41000,3,48880,가북면
41026,3,48880,가북면 몽석리
41027,3,48880,가북면 박암리
41021,3,48880,가북면 용산리
41025,3,48880,가북면 용암리
41022,3,48880,가북면 우혜리
41023,3,48880,가북면 중촌리
41024,3,48880,가북면 해평리
12600,3,41550,가사동
33500,3,46710,가사문학면
33530,3,46710,가사문학면 가암리
33525,3,46710,가사문학면 경상리
33528,3,46710,가사문학면 구산리
33527,3,46710,가사문학면 만월리
33526,3,46710,가사문학면 무동리
33523,3,46710,가사문학면 연천리
33529,3,46710,가사문학면 인암리
33524,3,46710,가사문학면 정곡리
33522,3,46710,가사문학면 지곡리
33531,3,46710,가사문학면 풍암리
33521,3,46710,가사문학면 학선리
10100,3,11545,가산동
33000,3,41650,가산면
33000,3,41810,가산면
33000,3,47850,가산면
33023,3,47850,가산면 가산동
33024,3,41650,가산면 가산리
33024,3,41810,가산면 가산리
33036,3,47850,가산면 가산리
33022,3,41650,가산면 감암리
33022,3,41810,가산면 감암리
33026,3,41650,가산면 금현리
33026,3,41810,가산면 금현리
33022,3,47850,가산면 금화동
33035,3,47850,가산면 금화리
33021,3,47850,가산면 다부동
33034,3,47850,가산면 다부리
33021,3,41650,가산면 마산리
33021,3,41810,가산면 마산리
33028,3,41650,가산면 마전리
33028,3,41810,가산면 마전리
33023,3,41650,가산면 방축리
33023,3,41810,가산면 방축리
33033,3,47850,가산면 석우동
33046,3,47850,가산면 석우리
33047,3,47850,가산면 송학리
33029,3,47850,가산면 신장동
33042,3,47850,가산면 신장리
33028,3,47850,가산면 심곡동
33041,3,47850,가산면 심곡리
33025,3,47850,가산면 용수동
33038,3,47850,가산면 용수리
33027,3,41650,가산면 우금리
33027,3,41810,가산면 우금리
33024,3,47850,가산면 응추동
33037,3,47850,가산면 응추리
33025,3,41650,가산면 정교리
33025,3,41810,가산면 정교리
33026,3,47850,가산면 천평동
33039,3,47850,가산면 천평리
33027,3,47850,가산면 하판동
33040,3,47850,가산면 하판리
33032,3,47850,가산면 학산동
33045,3,47850,가산면 학산리
33031,3,47850,가산면 학상동
33044,3,47850,가산면 학상리
33030,3,47850,가산면 학하동
33043,3,47850,가산면 학하리
12100,3,41370,가수동
11400,3,25170,가수원동
11400,3,30170,가수원동
90100,3,23260,가신동
91800,3,21230,가야1동
91900,3,21230,가야2동
92000,3,21230,가야3동
40000,3,44230,가야곡면
40000,3,44750,가야곡면
40022,3,44230,가야곡면 강청리
40022,3,44750,가야곡면 강청리
40030,3,44230,가야곡면 두월리
40030,3,44750,가야곡면 두월리
40028,3,44230,가야곡면 등리
40028,3,44750,가야곡면 등리
40023,3,44230,가야곡면 목곡리
40023,3,44750,가야곡면 목곡리
40026,3,44230,가야곡면 병암리
40026,3,44750,가야곡면 병암리
40025,3,44230,가야곡면 산노리
40025,3,44750,가야곡면 산노리
40033,3,44230,가야곡면 삼전리
40033,3,44750,가야곡면 삼전리
40002,3,44750,가야곡면 석서리
40031,3,44230,가야곡면 야촌리
40031,3,44750,가야곡면 야촌리
40034,3,44230,가야곡면 양촌리
40034,3,44750,가야곡면 양촌리
40032,3,44230,가야곡면 왕암리
40032,3,44750,가야곡면 왕암리
40021,3,44230,가야곡면 육곡리
40021,3,44750,가야곡면 육곡리
40027,3,44230,가야곡면 조정리
40027,3,44750,가야곡면 조정리
40029,3,44230,가야곡면 종연리
40029,3,44750,가야곡면 종연리
40001,3,44750,가야곡면 중산리
40035,3,44230,가야곡면 탑정리
40035,3,44750,가야곡면 탑정리
40024,3,44230,가야곡면 함적리
40024,3,44750,가야곡면 함적리
11000,3,21230,가야동
11000,3,26230,가야동
90600,3,46170,가야동
03000,3,48730,가야면
33000,3,48890,가야면
03009,3,48730,가야면 가야리
33023,3,48890,가야면 가천리
03002,3,48730,가야면 검암리
03003,3,48730,가야면 광정리
33024,3,48890,가야면 구미리
33033,3,48890,가야면 구원리
33022,3,48890,가야면 대전리
03004,3,48730,가야면 도항리
03001,3,48730,가야면 말산리
33026,3,48890,가야면 매안리
33027,3,48890,가야면 매화리
03010,3,48730,가야면 묘사리
03008,3,48730,가야면 사내리
33030,3,48890,가야면 사촌리
03011,3,48730,가야면 산서리
33025,3,48890,가야면 성기리
03005,3,48730,가야면 신음리
33032,3,48890,가야면 야천리
33029,3,48890,가야면 이천리
33021,3,48890,가야면 죽전리
33028,3,48890,가야면 청현리
03007,3,48730,가야면 춘곡리
33034,3,48890,가야면 치인리
03006,3,48730,가야면 혈곡리
33031,3,48890,가야면 황산리
25000,3,48730,가야읍
25029,3,48730,가야읍 가야리
25022,3,48730,가야읍 검암리
25023,3,48730,가야읍 광정리
25024,3,48730,가야읍 도항리
25021,3,48730,가야읍 말산리
25030,3,48730,가야읍 묘사리
25028,3,48730,가야읍 사내리
25031,3,48730,가야읍 산서리
25025,3,48730,가야읍 신음리
25027,3,48730,가야읍 춘곡리
25026,3,48730,가야읍 혈곡리
90300,3,25110,가양1동
90400,3,25110,가양2동
10400,3,11500,가양동
00800,3,11560,가양동
11400,3,25110,가양동
11400,3,30110,가양동
01400,3,44110,가양동
11000,3,41670,가업동
10500,3,25110,가오동
10500,3,30110,가오동
00500,3,44110,가오동
05500,3,44110,가오리
10700,3,41350,가운동
10700,3,41360,가운동
05200,3,48150,가율동
03500,3,47890,가은면
03503,3,47890,가은면 갈전리
03506,3,47890,가은면 민지리
03510,3,47890,가은면 상괴리
03508,3,47890,가은면 성유리
03504,3,47890,가은면 성저리
03505,3,47890,가은면 수예리
03513,3,47890,가은면 완장리
03501,3,47890,가은면 왕능리
03512,3,47890,가은면 원북리
03502,3,47890,가은면 작천리
03514,3,47890,가은면 저음리
03507,3,47890,가은면 전곡리
03511,3,47890,가은면 죽문리
03509,3,47890,가은면 하괴리
25300,3,47280,가은읍
12000,3,47890,가은읍
25322,3,47280,가은읍 갈전리
12022,3,47890,가은읍 갈전리
25327,3,47280,가은읍 민지리
12027,3,47890,가은읍 민지리
25333,3,47280,가은읍 상괴리
12033,3,47890,가은읍 상괴리
25329,3,47280,가은읍 성유리
12029,3,47890,가은읍 성유리
25325,3,47280,가은읍 성저리
12025,3,47890,가은읍 성저리
25326,3,47280,가은읍 수예리
12026,3,47890,가은읍 수예리
25331,3,47280,가은읍 완장리
12031,3,47890,가은읍 완장리
25321,3,47280,가은읍 왕능리
12021,3,47890,가은읍 왕능리
25332,3,47280,가은읍 원북리
12032,3,47890,가은읍 원북리
25324,3,47280,가은읍 작천리
12024,3,47890,가은읍 작천리
25323,3,47280,가은읍 저음리
12023,3,47890,가은읍 저음리
25328,3,47280,가은읍 전곡리
12028,3,47890,가은읍 전곡리
25330,3,47280,가은읍 죽문리
12030,3,47890,가은읍 죽문리
25334,3,47280,가은읍 하괴리
12034,3,47890,가은읍 하괴리
15900,3,48110,가음동
36000,3,47730,가음면
36024,3,47730,가음면 가산동
36031,3,47730,가음면 가산리
36025,3,47730,가음면 귀천동
36032,3,47730,가음면 귀천리
36026,3,47730,가음면 순호동
36033,3,47730,가음면 순호리
36023,3,47730,가음면 양지동
36030,3,47730,가음면 양지리
36022,3,47730,가음면 이동
36029,3,47730,가음면 이리
36021,3,47730,가음면 장동
36028,3,47730,가음면 장리
36027,3,47730,가음면 현리동
36034,3,47730,가음면 현리리
11200,3,48110,가음정동
01700,3,48150,가음정동
10900,3,25170,가장동
10900,3,30170,가장동
10600,3,41370,가장동
05000,3,44110,가장동
11300,3,47250,가장동
07100,3,44110,가장리
10700,3,41220,가재동
10700,3,41230,가재동
00900,3,23230,가정동
10800,3,23260,가정동
12600,3,25200,가정동
10800,3,28260,가정동
12600,3,30200,가정동
09600,3,41010,가정동
40000,3,48880,가조면
40022,3,48880,가조면 기리
40021,3,48880,가조면 대초리
40026,3,48880,가조면 도리
40030,3,48880,가조면 동례리
40028,3,48880,가조면 마상리
40024,3,48880,가조면 사병리
40023,3,48880,가조면 석강리
40029,3,48880,가조면 수월리
40025,3,48880,가조면 일부리
40027,3,48880,가조면 장기리
90400,3,23260,가좌1동
90500,3,23260,가좌2동
90600,3,23260,가좌3동
01200,3,23230,가좌동
11200,3,23260,가좌동
11200,3,28260,가좌동
09900,3,41010,가좌동
14900,3,41280,가좌동
13100,3,48170,가좌동
11100,3,43130,가주동
16500,3,48190,가주동
31000,3,27710,가창면
31000,3,47710,가창면
31024,3,47710,가창면 냉천동
31024,3,27710,가창면 냉천리
31036,3,47710,가창면 냉천리
31027,3,47710,가창면 단산동
31027,3,27710,가창면 단산리
31039,3,47710,가창면 단산리
31028,3,47710,가창면 대일동
31028,3,27710,가창면 대일리
31040,3,47710,가창면 대일리
31031,3,47710,가창면 삼산동
31031,3,27710,가창면 삼산리
31043,3,47710,가창면 삼산리
31026,3,47710,가창면 상원동
31026,3,27710,가창면 상원리
31038,3,47710,가창면 상원리
31022,3,47710,가창면 오동
31022,3,27710,가창면 오리
31034,3,47710,가창면 오리
31030,3,47710,가창면 옥분동
31030,3,27710,가창면 옥분리
31042,3,47710,가창면 옥분리
31021,3,47710,가창면 용계동
31021,3,27710,가창면 용계리
31033,3,47710,가창면 용계리
31032,3,47710,가창면 우록동
31032,3,27710,가창면 우록리
31044,3,47710,가창면 우록리
31023,3,47710,가창면 정대동
31023,3,27710,가창면 정대리
31035,3,47710,가창면 정대리
31029,3,47710,가창면 주동
31029,3,27710,가창면 주리
31041,3,47710,가창면 주리
31025,3,47710,가창면 행정동
31025,3,27710,가창면 행정리
31037,3,47710,가창면 행정리
12600,3,22260,가천동
12600,3,27260,가천동
34000,3,47840,가천면
34028,3,47840,가천면 금봉동
34037,3,47840,가천면 금봉리
34023,3,47840,가천면 동원동
34032,3,47840,가천면 동원리
34024,3,47840,가천면 마수동
34033,3,47840,가천면 마수리
34025,3,47840,가천면 법전동
34034,3,47840,가천면 법전리
34026,3,47840,가천면 신계동
34035,3,47840,가천면 신계리
34027,3,47840,가천면 용사동
34036,3,47840,가천면 용사리
34029,3,47840,가천면 중산동
34038,3,47840,가천면 중산리
34021,3,47840,가천면 창천동
34030,3,47840,가천면 창천리
34022,3,47840,가천면 화죽동
34031,3,47840,가천면 화죽리
00000,2,41000,가평군
03000,3,41820,가평면
03010,3,41820,가평면 개곡리
03007,3,41820,가평면 경반리
03014,3,41820,가평면 금대리
03003,3,41820,가평면 달전리
03002,3,41820,가평면 대곡리
03006,3,41820,가평면 두밀리
03009,3,41820,가평면 마장리
03013,3,41820,가평면 복장리
03012,3,41820,가평면 산유리
03005,3,41820,가평면 상색리
03008,3,41820,가평면 승안리
03001,3,41820,가평면 읍내리
03011,3,41820,가평면 이화리
03004,3,41820,가평면 하색리
25000,3,41820,가평읍
25030,3,41820,가평읍 개곡리
25027,3,41820,가평읍 경반리
25034,3,41820,가평읍 금대리
25023,3,41820,가평읍 달전리
25022,3,41820,가평읍 대곡리
25026,3,41820,가평읍 두밀리
25029,3,41820,가평읍 마장리
25033,3,41820,가평읍 복장리
25032,3,41820,가평읍 산유리
25025,3,41820,가평읍 상색리
25028,3,41820,가평읍 승안리
25021,3,41820,가평읍 읍내리
25031,3,41820,가평읍 이화리
25024,3,41820,가평읍 하색리
10100,3,48150,가포동
10100,3,48160,가포동
10700,3,41210,가학동
12700,3,41550,가현동
11800,3,42130,가현동
91000,3,48170,가호동
14600,3,11110,가회동
44000,3,48890,가회면
44026,3,48890,가회면 덕촌리
44022,3,48890,가회면 도탄리
44024,3,48890,가회면 둔내리
44023,3,48890,가회면 오도리
44029,3,48890,가회면 외사리
44021,3,48890,가회면 월계리
44028,3,48890,가회면 장대리
44025,3,48890,가회면 중촌리
44027,3,48890,가회면 함방리
91100,3,47210,가흥1동
91200,3,47210,가흥2동
10500,3,47210,가흥동
31000,3,47820,각남면
31024,3,47820,각남면 구곡동
31034,3,47820,각남면 구곡리
31027,3,47820,각남면 녹명동
31037,3,47820,각남면 녹명리
31028,3,47820,각남면 사동
31038,3,47820,각남면 사리
31026,3,47820,각남면 신당동
31036,3,47820,각남면 신당리
31025,3,47820,각남면 예리동
31035,3,47820,각남면 예리리
31030,3,47820,각남면 옥산동
31040,3,47820,각남면 옥산리
31023,3,47820,각남면 일곡동
31033,3,47820,각남면 일곡리
31021,3,47820,각남면 칠성동
31031,3,47820,각남면 칠성리
31029,3,47820,각남면 함박동
31039,3,47820,각남면 함박리
31022,3,47820,각남면 화동
31032,3,47820,각남면 화리
33000,3,47820,각북면
33027,3,47820,각북면 금천동
33035,3,47820,각북면 금천리
33024,3,47820,각북면 남산동
33032,3,47820,각북면 남산리
33025,3,47820,각북면 덕촌동
33033,3,47820,각북면 덕촌리
33021,3,47820,각북면 명대동
33029,3,47820,각북면 명대리
33023,3,47820,각북면 삼평동
33031,3,47820,각북면 삼평리
33028,3,47820,각북면 오산동
33036,3,47820,각북면 오산리
33022,3,47820,각북면 우산동
33030,3,47820,각북면 우산리
33026,3,47820,각북면 지슬동
33034,3,47820,각북면 지슬리
12300,3,22140,각산동
12300,3,27140,각산동
11300,3,24170,각화동
11300,3,29170,각화동
04100,3,46010,각화동
31000,3,42790,간동면
31023,3,42790,간동면 간척리
31027,3,42790,간동면 구만리
31026,3,42790,간동면 도송리
31025,3,42790,간동면 방천리
31024,3,42790,간동면 오음리
31022,3,42790,간동면 용호리
31021,3,42790,간동면 유촌리
90300,3,23200,간석1동
90400,3,23200,간석2동
90500,3,23200,간석3동
00200,3,23170,간석동
10200,3,23200,간석동
10200,3,28200,간석동
05900,3,41010,간석동
03000,3,42820,간성면
03006,3,42820,간성면 간촌리
03009,3,42820,간성면 광산리
03007,3,42820,간성면 교동리
03014,3,42820,간성면 금수리
03003,3,42820,간성면 동호리
03004,3,42820,간성면 봉호리
03005,3,42820,간성면 상리
03013,3,42820,간성면 선유실리
03002,3,42820,간성면 신안리
03010,3,42820,간성면 어천리
03011,3,42820,간성면 장신리
03017,3,42820,간성면 진부리
03012,3,42820,간성면 탑동리
03015,3,42820,간성면 탑현리
03001,3,42820,간성면 하리
03008,3,42820,간성면 해상리
03016,3,42820,간성면 흘리
25000,3,42820,간성읍
25026,3,42820,간성읍 간촌리
25029,3,42820,간성읍 광산리
25027,3,42820,간성읍 교동리
25035,3,42820,간성읍 금수리
25023,3,42820,간성읍 동호리
25024,3,42820,간성읍 봉호리
25025,3,42820,간성읍 상리
25034,3,42820,간성읍 선유실리
25022,3,42820,간성읍 신안리
25030,3,42820,간성읍 어천리
25031,3,42820,간성읍 장신리
25032,3,42820,간성읍 진부리
25033,3,42820,간성읍 탑동리
25036,3,42820,간성읍 탑현리
25021,3,42820,간성읍 하리
25028,3,42820,간성읍 해상리
25037,3,42820,간성읍 흘리
32000,3,46730,간전면
32021,3,46730,간전면 간문리
32026,3,46730,간전면 금산리
32028,3,46730,간전면 삼산리
32022,3,46730,간전면 수평리
32027,3,46730,간전면 양천리
32025,3,46730,간전면 운천리
32024,3,46730,간전면 중대리
32029,3,46730,간전면 효곡리
32023,3,46730,간전면 흥대리
11100,3,45210,갈공동
12400,3,41370,갈곶동
11100,3,25170,갈마동
11100,3,30170,갈마동
05200,3,44110,갈마동
07300,3,44110,갈마리
03000,3,42780,갈말면
03003,3,42780,갈말면 강포리
03004,3,42780,갈말면 군탄리
03006,3,42780,갈말면 내대리
03011,3,42780,갈말면 동막리
03005,3,42780,갈말면 문혜리
03009,3,42780,갈말면 상사리
03001,3,42780,갈말면 신철원리
03010,3,42780,갈말면 정연리
03007,3,42780,갈말면 지경리
03002,3,42780,갈말면 지포리
03008,3,42780,갈말면 토성리
25600,3,42780,갈말읍
25623,3,42780,갈말읍 강포리
25624,3,42780,갈말읍 군탄리
25626,3,42780,갈말읍 내대리
25630,3,42780,갈말읍 동막리
25625,3,42780,갈말읍 문혜리
25629,3,42780,갈말읍 상사리
25621,3,42780,갈말읍 신철원리
25631,3,42780,갈말읍 정연리
25627,3,42780,갈말읍 지경리
25622,3,42780,갈말읍 지포리
25628,3,42780,갈말읍 토성리
10100,3,41310,갈매동
01000,3,22170,갈산동
10600,3,22290,갈산동
11000,3,23230,갈산동
10600,3,27290,갈산동
11000,3,28230,갈산동
10600,3,28237,갈산동
08200,3,41010,갈산동
10800,3,41500,갈산동
10300,3,44210,갈산동
10700,3,45140,갈산동
10400,3,45150,갈산동
15100,3,47010,갈산동
33024,3,36110,갈산리
38000,3,44800,갈산면
38024,3,44800,갈산면 가곡리
38025,3,44800,갈산면 갈오리
38031,3,44800,갈산면 기산리
38022,3,44800,갈산면 내갈리
38036,3,44800,갈산면 대사리
38026,3,44800,갈산면 동산리
38032,3,44800,갈산면 동성리
38030,3,44800,갈산면 부기리
38021,3,44800,갈산면 상촌리
38023,3,44800,갈산면 신안리
38027,3,44800,갈산면 쌍천리
38029,3,44800,갈산면 오두리
38035,3,44800,갈산면 와리
38034,3,44800,갈산면 운곡리
38001,3,44800,갈산면 중리
38033,3,44800,갈산면 취생리
38028,3,44800,갈산면 행산리
10400,3,11170,갈월동
12100,3,25230,갈전동
12100,3,30230,갈전동
10700,3,42230,갈천동
12000,3,45190,갈치동
10400,3,11380,갈현동
02800,3,11410,갈현동
12800,3,23230,갈현동
12800,3,28230,갈현동
11900,3,28245,갈현동
11300,3,41130,갈현동
10300,3,41290,갈현동
37000,3,43770,감곡면
40000,3,45180,감곡면
40000,3,45780,감곡면
40022,3,45180,감곡면 계룡리
40022,3,45780,감곡면 계룡리
37032,3,43770,감곡면 단평리
40031,3,45180,감곡면 대신리
40031,3,45780,감곡면 대신리
37028,3,43770,감곡면 문촌리
40024,3,45180,감곡면 방교리
40024,3,45780,감곡면 방교리
40001,3,45780,감곡면 백산리
37027,3,43770,감곡면 사곡리
40023,3,45180,감곡면 삼평리
40023,3,45780,감곡면 삼평리
37030,3,43770,감곡면 상우리
37024,3,43770,감곡면 상평리
40021,3,45180,감곡면 승방리
40021,3,45780,감곡면 승방리
37026,3,43770,감곡면 영산리
37029,3,43770,감곡면 오궁리
40025,3,45180,감곡면 오주리
40025,3,45780,감곡면 오주리
37021,3,43770,감곡면 오향리
37031,3,43770,감곡면 왕장리
40029,3,45180,감곡면 용곽리
40029,3,45780,감곡면 용곽리
37023,3,43770,감곡면 원당리
37025,3,43770,감곡면 월정리
40030,3,45180,감곡면 유정리
40030,3,45780,감곡면 유정리
37022,3,43770,감곡면 주천리
40026,3,45180,감곡면 진흥리
40026,3,45780,감곡면 진흥리
40027,3,45180,감곡면 통석리
40027,3,45780,감곡면 통석리
40028,3,45180,감곡면 화봉리
40028,3,45780,감곡면 화봉리
91100,3,21290,감만1동
91200,3,21290,감만2동
01800,3,21230,감만동
11100,3,21290,감만동
11100,3,26290,감만동
35000,3,47150,감문면
35000,3,47860,감문면
35031,3,47860,감문면 광덕동
35031,3,47150,감문면 광덕리
35046,3,47860,감문면 광덕리
35023,3,47860,감문면 구야동
35023,3,47150,감문면 구야리
35038,3,47860,감문면 구야리
35029,3,47860,감문면 금곡동
35029,3,47150,감문면 금곡리
35044,3,47860,감문면 금곡리
35022,3,47860,감문면 금라동
35022,3,47150,감문면 금라리
35037,3,47860,감문면 금라리
35027,3,47860,감문면 남곡동
35027,3,47150,감문면 남곡리
35042,3,47860,감문면 남곡리
35035,3,47860,감문면 대양동
35035,3,47150,감문면 대양리
35050,3,47860,감문면 대양리
35032,3,47860,감문면 덕남동
35032,3,47150,감문면 덕남리
35047,3,47860,감문면 덕남리
35025,3,47860,감문면 도명동
35025,3,47150,감문면 도명리
35040,3,47860,감문면 도명리
35026,3,47860,감문면 문무동
35026,3,47150,감문면 문무리
35041,3,47860,감문면 문무리
35021,3,47860,감문면 보광동
35021,3,47150,감문면 보광리
35036,3,47860,감문면 보광리
35002,3,47860,감문면 봉남동
35030,3,47860,감문면 삼성동
35030,3,47150,감문면 삼성리
35045,3,47860,감문면 삼성리
35034,3,47860,감문면 성촌동
35034,3,47150,감문면 성촌리
35049,3,47860,감문면 성촌리
35001,3,47860,감문면 소재동
35028,3,47860,감문면 송북동
35028,3,47150,감문면 송북리
35043,3,47860,감문면 송북리
35024,3,47860,감문면 은림동
35024,3,47150,감문면 은림리
35039,3,47860,감문면 은림리
35033,3,47860,감문면 태촌동
35033,3,47150,감문면 태촌리
35048,3,47860,감문면 태촌리
31000,3,43760,감물면
31001,3,43760,감물면 검승리
31026,3,43760,감물면 광전리
31024,3,43760,감물면 구월리
31027,3,43760,감물면 매전리
31025,3,43760,감물면 백양리
31021,3,43760,감물면 오성리
31022,3,43760,감물면 오창리
31023,3,43760,감물면 이담리
11300,3,41450,감북동
00400,3,22170,감삼동
11300,3,22290,감삼동
11300,3,27290,감삼동
11400,3,47010,감삼동
34023,3,36110,감성리
11500,3,41450,감이동
11400,3,41450,감일동
90700,3,21320,감전1동
90800,3,21320,감전2동
01000,3,21230,감전동
11000,3,21320,감전동
11000,3,26320,감전동
10500,3,26530,감전동
10500,3,41570,감정동
90700,3,21380,감천1동
90800,3,21380,감천2동
00800,3,21140,감천동
10800,3,21380,감천동
10800,3,26380,감천동
39000,3,47150,감천면
39000,3,47860,감천면
34000,3,47900,감천면
34023,3,47900,감천면 관현동
34038,3,47900,감천면 관현리
39024,3,47860,감천면 광기동
39024,3,47150,감천면 광기리
39029,3,47860,감천면 광기리
39025,3,47860,감천면 금송동
39025,3,47150,감천면 금송리
39030,3,47860,감천면 금송리
34033,3,47900,감천면 대맥동
34048,3,47900,감천면 대맥리
34022,3,47900,감천면 덕율동
34037,3,47900,감천면 덕율리
39023,3,47860,감천면 도평동
39023,3,47150,감천면 도평리
39028,3,47860,감천면 도평리
34030,3,47900,감천면 돈산동
34045,3,47900,감천면 돈산리
34035,3,47900,감천면 마촌동
34050,3,47900,감천면 마촌리
39022,3,47860,감천면 무안동
39022,3,47150,감천면 무안리
39027,3,47860,감천면 무안리
34032,3,47900,감천면 미석동
34047,3,47900,감천면 미석리
34026,3,47900,감천면 벌방동
34041,3,47900,감천면 벌방리
34027,3,47900,감천면 수한동
34042,3,47900,감천면 수한리
39001,3,47860,감천면 양천동
39021,3,47860,감천면 용호동
39021,3,47150,감천면 용호리
39026,3,47860,감천면 용호리
34031,3,47900,감천면 유동
34046,3,47900,감천면 유리
34034,3,47900,감천면 장산동
34049,3,47900,감천면 장산리
34029,3,47900,감천면 증거동
34044,3,47900,감천면 증거리
34025,3,47900,감천면 진평동
34040,3,47900,감천면 진평리
34024,3,47900,감천면 천향동
34039,3,47900,감천면 천향리
34021,3,47900,감천면 포동
34036,3,47900,감천면 포리
34028,3,47900,감천면 현내동
34043,3,47900,감천면 현내리
25000,3,47130,감포읍
11000,3,47790,감포읍
11000,3,47795,감포읍
25029,3,47130,감포읍 감포리
11029,3,47790,감포읍 감포리
11029,3,47795,감포읍 감포리
25024,3,47130,감포읍 나정리
11024,3,47790,감포읍 나정리
11024,3,47795,감포읍 나정리
25026,3,47130,감포읍 노동리
11026,3,47790,감포읍 노동리
11026,3,47795,감포읍 노동리
25021,3,47130,감포읍 대본리
11021,3,47790,감포읍 대본리
11021,3,47795,감포읍 대본리
25025,3,47130,감포읍 오류리
11025,3,47790,감포읍 오류리
11025,3,47795,감포읍 오류리
25022,3,47130,감포읍 전동리
11022,3,47790,감포읍 전동리
11022,3,47795,감포읍 전동리
25023,3,47130,감포읍 전촌리
11023,3,47790,감포읍 전촌리
11023,3,47795,감포읍 전촌리
25027,3,47130,감포읍 팔조리
11027,3,47790,감포읍 팔조리
